排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol
1,东证期货,2040,-63.0,2026-06-22,CY2609,成交量,CY
2,南华期货,837,-98.0,2026-06-22,CY2609,成交量,CY
3,国投期货,694,-9.0,2026-06-22,CY2609,成交量,CY
4,国海良时,691,72.0,2026-06-22,CY2609,成交量,CY
5,海通期货,645,53.0,2026-06-22,CY2609,成交量,CY
6,中信建投,574,-119.0,2026-06-22,CY2609,成交量,CY
7,中信期货,567,-452.0,2026-06-22,CY2609,成交量,CY
8,国信期货,473,-297.0,2026-06-22,CY2609,成交量,CY
9,国泰君安,405,-237.0,2026-06-22,CY2609,成交量,CY
10,申银万国,404,-223.0,2026-06-22,CY2609,成交量,CY
11,五矿期货,355,-343.0,2026-06-22,CY2609,成交量,CY
12,宝城期货,334,-240.0,2026-06-22,CY2609,成交量,CY
13,浙商期货,328,-889.0,2026-06-22,CY2609,成交量,CY
14,招商期货,311,65.0,2026-06-22,CY2609,成交量,CY
15,弘业期货,304,-229.0,2026-06-22,CY2609,成交量,CY
16,锦泰期货,208,-49.0,2026-06-22,CY2609,成交量,CY
17,永安期货,188,65.0,2026-06-22,CY2609,成交量,CY
18,银河期货,174,-21.0,2026-06-22,CY2609,成交量,CY
19,中泰期货,166,59.0,2026-06-22,CY2609,成交量,CY
20,东吴期货,131,-163.0,2026-06-22,CY2609,成交量,CY
1,东证期货,2296,256.0,2026-06-23,CY2609,成交量,CY
2,中信期货,938,371.0,2026-06-23,CY2609,成交量,CY
3,浙商期货,922,594.0,2026-06-23,CY2609,成交量,CY
4,海通期货,837,192.0,2026-06-23,CY2609,成交量,CY
5,南华期货,794,-43.0,2026-06-23,CY2609,成交量,CY
6,国投期货,758,64.0,2026-06-23,CY2609,成交量,CY
7,中信建投,752,178.0,2026-06-23,CY2609,成交量,CY
8,国信期货,724,251.0,2026-06-23,CY2609,成交量,CY
9,国海良时,716,25.0,2026-06-23,CY2609,成交量,CY
10,宝城期货,657,323.0,2026-06-23,CY2609,成交量,CY
11,五矿期货,524,169.0,2026-06-23,CY2609,成交量,CY
12,弘业期货,475,171.0,2026-06-23,CY2609,成交量,CY
13,中泰期货,443,277.0,2026-06-23,CY2609,成交量,CY
14,申银万国,440,36.0,2026-06-23,CY2609,成交量,CY
15,国泰君安,436,31.0,2026-06-23,CY2609,成交量,CY
16,招商期货,420,109.0,2026-06-23,CY2609,成交量,CY
17,永安期货,226,38.0,2026-06-23,CY2609,成交量,CY
18,创元期货,216,154.0,2026-06-23,CY2609,成交量,CY
19,东方财富,203,83.0,2026-06-23,CY2609,成交量,CY
20,上海大陆,186,97.0,2026-06-23,CY2609,成交量,CY
1,东证期货,2162,-134.0,2026-06-24,CY2609,成交量,CY
2,南华期货,806,12.0,2026-06-24,CY2609,成交量,CY
3,国投期货,789,31.0,2026-06-24,CY2609,成交量,CY
4,国信期货,735,11.0,2026-06-24,CY2609,成交量,CY
5,国海良时,733,17.0,2026-06-24,CY2609,成交量,CY
6,中信期货,714,-224.0,2026-06-24,CY2609,成交量,CY
7,五矿期货,709,185.0,2026-06-24,CY2609,成交量,CY
8,海通期货,649,-188.0,2026-06-24,CY2609,成交量,CY
9,国泰君安,565,129.0,2026-06-24,CY2609,成交量,CY
10,中信建投,559,-193.0,2026-06-24,CY2609,成交量,CY
11,宝城期货,551,-106.0,2026-06-24,CY2609,成交量,CY
12,弘业期货,424,-51.0,2026-06-24,CY2609,成交量,CY
13,浙商期货,415,-507.0,2026-06-24,CY2609,成交量,CY
14,东吴期货,312,200.0,2026-06-24,CY2609,成交量,CY
15,申银万国,293,-147.0,2026-06-24,CY2609,成交量,CY
16,招商期货,266,-154.0,2026-06-24,CY2609,成交量,CY
17,中泰期货,261,-182.0,2026-06-24,CY2609,成交量,CY
18,锦泰期货,222,106.0,2026-06-24,CY2609,成交量,CY
19,金瑞期货,201,169.0,2026-06-24,CY2609,成交量,CY
20,齐盛期货,175,169.0,2026-06-24,CY2609,成交量,CY
1,东证期货,3274,1112.0,2026-06-25,CY2609,成交量,CY
2,国信期货,1702,967.0,2026-06-25,CY2609,成交量,CY
3,宝城期货,1518,967.0,2026-06-25,CY2609,成交量,CY
4,中信期货,1249,535.0,2026-06-25,CY2609,成交量,CY
5,国投期货,1098,309.0,2026-06-25,CY2609,成交量,CY
6,海通期货,856,207.0,2026-06-25,CY2609,成交量,CY
7,国海良时,833,100.0,2026-06-25,CY2609,成交量,CY
8,南华期货,808,2.0,2026-06-25,CY2609,成交量,CY
9,东吴期货,770,458.0,2026-06-25,CY2609,成交量,CY
10,国泰君安,726,161.0,2026-06-25,CY2609,成交量,CY
11,弘业期货,701,277.0,2026-06-25,CY2609,成交量,CY
12,浙商期货,691,276.0,2026-06-25,CY2609,成交量,CY
13,中信建投,649,90.0,2026-06-25,CY2609,成交量,CY
