排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol
1,国泰君安,45722,-10831.0,2026-06-22,UR2609,成交量,UR
2,东证期货,38812,-6157.0,2026-06-22,UR2609,成交量,UR
3,中信期货,37970,113.0,2026-06-22,UR2609,成交量,UR
4,银河期货,20371,-5345.0,2026-06-22,UR2609,成交量,UR
5,中泰期货,18355,-1225.0,2026-06-22,UR2609,成交量,UR
6,广发期货,16973,3405.0,2026-06-22,UR2609,成交量,UR
7,浙商期货,13580,302.0,2026-06-22,UR2609,成交量,UR
8,华泰期货,13408,-10932.0,2026-06-22,UR2609,成交量,UR
9,光大期货,12077,1972.0,2026-06-22,UR2609,成交量,UR
10,海通期货,10784,-373.0,2026-06-22,UR2609,成交量,UR
11,五矿期货,10187,-3377.0,2026-06-22,UR2609,成交量,UR
12,中信建投,9774,-2612.0,2026-06-22,UR2609,成交量,UR
13,宏源期货,9435,1738.0,2026-06-22,UR2609,成交量,UR
14,方正中期,9388,731.0,2026-06-22,UR2609,成交量,UR
15,徽商期货,8935,503.0,2026-06-22,UR2609,成交量,UR
16,永安期货,6744,-1605.0,2026-06-22,UR2609,成交量,UR
17,中粮期货,5988,-1820.0,2026-06-22,UR2609,成交量,UR
18,南华期货,5851,-1967.0,2026-06-22,UR2609,成交量,UR
19,瑞达期货,5345,1022.0,2026-06-22,UR2609,成交量,UR
20,申银万国,5276,-4293.0,2026-06-22,UR2609,成交量,UR
1,东证期货,34670,-4142.0,2026-06-23,UR2609,成交量,UR
2,国泰君安,30483,-15239.0,2026-06-23,UR2609,成交量,UR
3,中信期货,27099,-10871.0,2026-06-23,UR2609,成交量,UR
4,五矿期货,14365,4178.0,2026-06-23,UR2609,成交量,UR
5,银河期货,12806,-7565.0,2026-06-23,UR2609,成交量,UR
6,华泰期货,12166,-1242.0,2026-06-23,UR2609,成交量,UR
7,浙商期货,11038,-2542.0,2026-06-23,UR2609,成交量,UR
8,中泰期货,10882,-7473.0,2026-06-23,UR2609,成交量,UR
9,中粮期货,8721,2733.0,2026-06-23,UR2609,成交量,UR
10,海通期货,8669,-2115.0,2026-06-23,UR2609,成交量,UR
11,中信建投,7835,-1939.0,2026-06-23,UR2609,成交量,UR
12,光大期货,7593,-4484.0,2026-06-23,UR2609,成交量,UR
13,广发期货,6717,-10256.0,2026-06-23,UR2609,成交量,UR
14,宏源期货,6104,-3331.0,2026-06-23,UR2609,成交量,UR
15,南华期货,5521,-330.0,2026-06-23,UR2609,成交量,UR
16,永安期货,5220,-1524.0,2026-06-23,UR2609,成交量,UR
17,方正中期,5184,-4204.0,2026-06-23,UR2609,成交量,UR
18,徽商期货,4959,-3976.0,2026-06-23,UR2609,成交量,UR
19,瑞达期货,4921,-424.0,2026-06-23,UR2609,成交量,UR
20,招商期货,4820,385.0,2026-06-23,UR2609,成交量,UR
1,国泰君安,23037,-7446.0,2026-06-24,UR2609,成交量,UR
2,东证期货,21854,-12816.0,2026-06-24,UR2609,成交量,UR
3,中信期货,20321,-6778.0,2026-06-24,UR2609,成交量,UR
4,银河期货,12020,-786.0,2026-06-24,UR2609,成交量,UR
5,五矿期货,9926,-4439.0,2026-06-24,UR2609,成交量,UR
6,中泰期货,9577,-1305.0,2026-06-24,UR2609,成交量,UR
7,华泰期货,9438,-2728.0,2026-06-24,UR2609,成交量,UR
8,海通期货,8296,-373.0,2026-06-24,UR2609,成交量,UR
9,中粮期货,6485,-2236.0,2026-06-24,UR2609,成交量,UR
10,广发期货,6104,-613.0,2026-06-24,UR2609,成交量,UR
11,中信建投,6012,-1823.0,2026-06-24,UR2609,成交量,UR
12,永安期货,5982,762.0,2026-06-24,UR2609,成交量,UR
13,光大期货,5917,-1676.0,2026-06-24,UR2609,成交量,UR
14,浙商期货,5767,-5271.0,2026-06-24,UR2609,成交量,UR
15,宏源期货,5004,-1100.0,2026-06-24,UR2609,成交量,UR
16,方正中期,4363,-821.0,2026-06-24,UR2609,成交量,UR
17,南华期货,4125,-1396.0,2026-06-24,UR2609,成交量,UR
18,徽商期货,3897,-1062.0,2026-06-24,UR2609,成交量,UR
19,东吴期货,3482,1245.0,2026-06-24,UR2609,成交量,UR
20,齐盛期货,3010,1509.0,2026-06-24,UR2609,成交量,UR
1,国泰君安,41427,18390.0,2026-06-25,UR2609,成交量,UR
2,东证期货,40650,18796.0,2026-06-25,UR2609,成交量,UR
3,中信期货,36431,16110.0,2026-06-25,UR2609,成交量,UR
4,华泰期货,21298,11860.0,2026-06-25,UR2609,成交量,UR
5,银河期货,19307,7287.0,2026-06-25,UR2609,成交量,UR
6,中泰期货,14099,4522.0,2026-06-25,UR2609,成交量,UR
7,海通期货,11432,3136.0,2026-06-25,UR2609,成交量,UR
8,中信建投,11000,4988.0,2026-06-25,UR2609,成交量,UR
9,广发期货,9330,3226.0,2026-06-25,UR2609,成交量,UR
10,五矿期货,9112,-814.0,2026-06-25,UR2609,成交量,UR
11,永安期货,8661,2679.0,2026-06-25,UR2609,成交量,UR
12,光大期货,8091,2174.0,2026-06-25,UR2609,成交量,UR
13,瑞达期货,8014,6132.0,2026-06-25,UR2609,成交量,UR
14,宏源期货,7994,2990.0,2026-06-25,UR2609,成交量,UR
15,徽商期货,7710,3813.0,2026-06-25,UR2609,成交量,UR
16,南华期货,7492,3367.0,2026-06-25,UR2609,成交量,UR
17,国信期货,6383,4379.0,2026-06-25,UR2609,成交量,UR
18,中粮期货,6208,-277.0,2026-06-25,UR2609,成交量,UR
19,方正中期,6029,1666.0,2026-06-25,UR2609,成交量,UR
20,国投期货,5730,3405.0,2026-06-25,UR2609,成交量,UR
1,东证期货,36695,-3955.0,2026-06-26,UR2609,成交量,UR
2,国泰君安,34724,-6703.0,2026-06-26,UR2609,成交量,UR
3,中信期货,29641,-6790.0,2026-06-26,UR2609,成交量,UR
4,中泰期货,14486,387.0,2026-06-26,UR2609,成交量,UR
5,银河期货,12080,-7227.0,2026-06-26,UR2609,成交量,UR
6,华泰期货,11744,-9554.0,2026-06-26,UR2609,成交量,UR
7,海通期货,9193,-2239.0,2026-06-26,UR2609,成交量,UR
8,中信建投,8517,-2483.0,2026-06-26,UR2609,成交量,UR
