排名,会员简称,持仓量,比上交易增减,date,contract,position_type,symbol,成交量
1,国泰君安,7591.0,1557.0,2025-08-18,J2601,成交量,J,
1,中信期货,,14.0,2025-08-18,j2509,,J,60592.0
2,中信期货,6891.0,1344.0,2025-08-18,J2601,成交量,J,
2,国泰君安,,-280.0,2025-08-18,j2509,,J,27838.0
3,东证期货,3038.0,223.0,2025-08-18,J2601,成交量,J,
3,华泰期货,,146.0,2025-08-18,j2509,,J,24059.0
4,广发期货,2539.0,92.0,2025-08-18,J2601,成交量,J,
4,银河期货,,597.0,2025-08-18,j2509,,J,56302.0
5,海通期货,2287.0,268.0,2025-08-18,J2601,成交量,J,
5,申银万国,,-358.0,2025-08-18,j2509,,J,24153.0
6,华泰期货,2083.0,129.0,2025-08-18,J2601,成交量,J,
6,招商期货,,-912.0,2025-08-18,j2509,,J,34194.0
7,银河期货,1870.0,520.0,2025-08-18,J2601,成交量,J,
7,光大期货,,4.0,2025-08-18,j2509,,J,29087.0
8,方正中期,1567.0,743.0,2025-08-18,J2601,成交量,J,
8,中粮期货,,-865.0,2025-08-18,j2509,,J,48186.0
9,中泰期货,1531.0,-54.0,2025-08-18,J2601,成交量,J,
9,东证期货,,476.0,2025-08-18,j2509,,J,26236.0
10,光大期货,1359.0,214.0,2025-08-18,J2601,成交量,J,
10,海通期货,,556.0,2025-08-18,j2509,,J,14614.0
11,东吴期货,1299.0,766.0,2025-08-18,J2601,成交量,J,
12,浙商期货,1265.0,290.0,2025-08-18,J2601,成交量,J,
13,华闻期货,1223.0,138.0,2025-08-18,J2601,成交量,J,
14,徽商期货,1213.0,297.0,2025-08-18,J2601,成交量,J,
15,国元期货,1089.0,437.0,2025-08-18,J2601,成交量,J,
16,招商期货,986.0,16.0,2025-08-18,J2601,成交量,J,
17,中信建投,939.0,11.0,2025-08-18,J2601,成交量,J,
18,宏源期货,899.0,335.0,2025-08-18,J2601,成交量,J,
19,国信期货,897.0,5.0,2025-08-18,J2601,成交量,J,
20,国联期货,863.0,167.0,2025-08-18,J2601,成交量,J,
1,国泰君安,5634.0,-1957.0,2025-08-19,J2601,成交量,J,
1,中信期货,,350.0,2025-08-19,j2509,,J,25561.0
2,中信期货,5197.0,-1694.0,2025-08-19,J2601,成交量,J,
2,国泰君安,,110.0,2025-08-19,j2509,,J,55661.0
3,广发期货,2366.0,-173.0,2025-08-19,J2601,成交量,J,
3,华泰期货,,241.0,2025-08-19,j2509,,J,40771.0
4,东证期货,2253.0,-785.0,2025-08-19,J2601,成交量,J,
4,银河期货,,117.0,2025-08-19,j2509,,J,18084.0
5,海通期货,1959.0,-328.0,2025-08-19,J2601,成交量,J,
5,申银万国,,980.0,2025-08-19,j2509,,J,24044.0
6,银河期货,1666.0,-204.0,2025-08-19,J2601,成交量,J,
6,招商期货,,-789.0,2025-08-19,j2509,,J,46266.0
7,华泰期货,1595.0,-488.0,2025-08-19,J2601,成交量,J,
7,光大期货,,-44.0,2025-08-19,j2509,,J,53722.0
8,光大期货,1225.0,-134.0,2025-08-19,J2601,成交量,J,
8,中粮期货,,-673.0,2025-08-19,j2509,,J,50437.0
9,方正中期,1181.0,-386.0,2025-08-19,J2601,成交量,J,
9,东证期货,,876.0,2025-08-19,j2509,,J,51191.0
10,浙商期货,1129.0,-136.0,2025-08-19,J2601,成交量,J,
10,海通期货,,-580.0,2025-08-19,j2509,,J,35065.0
11,中泰期货,1052.0,-479.0,2025-08-19,J2601,成交量,J,
12,徽商期货,1010.0,-203.0,2025-08-19,J2601,成交量,J,
13,华闻期货,979.0,-244.0,2025-08-19,J2601,成交量,J,
14,申银万国,873.0,241.0,2025-08-19,J2601,成交量,J,
15,国联期货,802.0,-61.0,2025-08-19,J2601,成交量,J,
16,国信期货,745.0,-152.0,2025-08-19,J2601,成交量,J,
17,国元期货,725.0,-364.0,2025-08-19,J2601,成交量,J,
18,招商期货,678.0,-308.0,2025-08-19,J2601,成交量,J,
19,东吴期货,630.0,-669.0,2025-08-19,J2601,成交量,J,
20,永安期货,610.0,-182.0,2025-08-19,J2601,成交量,J,
1,中信期货,6196.0,999.0,2025-08-20,J2601,成交量,J,
2,国泰君安,6182.0,548.0,2025-08-20,J2601,成交量,J,
3,东证期货,2541.0,288.0,2025-08-20,J2601,成交量,J,
3,华泰期货,,989.0,2025-08-20,j2509,,J,50799.0
4,广发期货,2344.0,-22.0,2025-08-20,J2601,成交量,J,
4,银河期货,,-765.0,2025-08-20,j2509,,J,36572.0
5,海通期货,2186.0,227.0,2025-08-20,J2601,成交量,J,
5,申银万国,,-761.0,2025-08-20,j2509,,J,55669.0
6,华泰期货,1783.0,188.0,2025-08-20,J2601,成交量,J,
6,招商期货,,-839.0,2025-08-20,j2509,,J,40360.0
7,银河期货,1695.0,29.0,2025-08-20,J2601,成交量,J,
7,光大期货,,-461.0,2025-08-20,j2509,,J,33237.0
8,浙商期货,1522.0,393.0,2025-08-20,J2601,成交量,J,
8,中粮期货,,-233.0,2025-08-20,j2509,,J,46521.0
9,光大期货,1405.0,180.0,2025-08-20,J2601,成交量,J,
9,东证期货,,-874.0,2025-08-20,j2509,,J,58352.0
10,中泰期货,1336.0,284.0,2025-08-20,J2601,成交量,J,
10,海通期货,,505.0,2025-08-20,j2509,,J,29738.0
11,徽商期货,1192.0,182.0,2025-08-20,J2601,成交量,J,
12,中信建投,1169.0,672.0,2025-08-20,J2601,成交量,J,
13,华闻期货,1158.0,179.0,2025-08-20,J2601,成交量,J,
14,国联期货,1031.0,229.0,2025-08-20,J2601,成交量,J,
15,方正中期,956.0,-225.0,2025-08-20,J2601,成交量,J,
16,国信期货,916.0,171.0,2025-08-20,J2601,成交量,J,
17,五矿期货,818.0,355.0,2025-08-20,J2601,成交量,J,
18,国元期货,785.0,60.0,2025-08-20,J2601,成交量,J,
19,国投期货,773.0,301.0,2025-08-20,J2601,成交量,J,
20,东吴期货,766.0,136.0,2025-08-20,J2601,成交量,J,
1,中信期货,4873.0,-1323.0,2025-08-21,J2601,成交量,J,
2,国泰君安,4732.0,-1450.0,2025-08-21,J2601,成交量,J,
3,东证期货,2015.0,-526.0,2025-08-21,J2601,成交量,J,
3,华泰期货,,783.0,2025-08-21,j2509,,J,37198.0
4,广发期货,1707.0,-637.0,2025-08-21,J2601,成交量,J,
4,银河期货,,-115.0,2025-08-21,j2509,,J,56484.0
5,海通期货,1668.0,-518.0,2025-08-21,J2601,成交量,J,
5,申银万国,,40.0,2025-08-21,j2509,,J,21513.0
6,华泰期货,1443.0,-340.0,2025-08-21,J2601,成交量,J,
6,招商期货,,-407.0,2025-08-21,j2509,,J,41463.0
7,中泰期货,1386.0,50.0,2025-08-21,J2601,成交量,J,
7,光大期货,,979.0,2025-08-21,j2509,,J,45456.0
8,银河期货,1289.0,-406.0,2025-08-21,J2601,成交量,J,
8,中粮期货,,804.0,2025-08-21,j2509,,J,29867.0
9,浙商期货,1038.0,-484.0,2025-08-21,J2601,成交量,J,
9,东证期货,,-32.0,2025-08-21,j2509,,J,56596.0
10,光大期货,1004.0,-401.0,2025-08-21,J2601,成交量,J,
10,海通期货,,-270.0,2025-08-21,j2509,,J,33687.0
11,华闻期货,997.0,-161.0,2025-08-21,J2601,成交量,J,
12,方正中期,879.0,-77.0,2025-08-21,J2601,成交量,J,
13,招商期货,798.0,135.0,2025-08-21,J2601,成交量,J,
14,徽商期货,793.0,-399.0,2025-08-21,J2601,成交量,J,
15,国元期货,693.0,-92.0,2025-08-21,J2601,成交量,J,
16,中信建投,672.0,-497.0,2025-08-21,J2601,成交量,J,
17,国联期货,659.0,-372.0,2025-08-21,J2601,成交量,J,
18,国信期货,546.0,-370.0,2025-08-21,J2601,成交量,J,
19,永安期货,488.0,-223.0,2025-08-21,J2601,成交量,J,
20,五矿期货,474.0,-344.0,2025-08-21,J2601,成交量,J,
1,中信期货,,817.0,2025-08-22,j2509,,J,18651.0
2,国泰君安,,-653.0,2025-08-22,j2509,,J,55533.0
3,华泰期货,,206.0,2025-08-22,j2509,,J,38128.0
4,银河期货,,-82.0,2025-08-22,j2509,,J,41536.0
5,申银万国,,-689.0,2025-08-22,j2509,,J,44201.0
6,招商期货,,-115.0,2025-08-22,j2509,,J,23373.0
7,光大期货,,-27.0,2025-08-22,j2509,,J,38497.0
8,中粮期货,,-91.0,2025-08-22,j2509,,J,36435.0
9,东证期货,,-745.0,2025-08-22,j2509,,J,33636.0
10,海通期货,,405.0,2025-08-22,j2509,,J,55797.0
