排名,会员简称,持仓量,比上交易增减,date,contract,position_type,symbol,成交量
1,中信期货,,938.0,2025-08-18,ta2509,,TA,18017.0
2,国泰君安,,-720.0,2025-08-18,ta2509,,TA,38312.0
3,华泰期货,,269.0,2025-08-18,ta2509,,TA,47761.0
4,银河期货,,-195.0,2025-08-18,ta2509,,TA,32736.0
5,申银万国,,37.0,2025-08-18,ta2509,,TA,23571.0
6,招商期货,,474.0,2025-08-18,ta2509,,TA,17412.0
7,光大期货,,-395.0,2025-08-18,ta2509,,TA,58125.0
8,中粮期货,,670.0,2025-08-18,ta2509,,TA,22741.0
9,东证期货,,948.0,2025-08-18,ta2509,,TA,24374.0
10,海通期货,,-896.0,2025-08-18,ta2509,,TA,41859.0
1,中信期货,,-567.0,2025-08-19,ta2509,,TA,58414.0
2,国泰君安,,-700.0,2025-08-19,ta2509,,TA,39916.0
3,华泰期货,,-177.0,2025-08-19,ta2509,,TA,43311.0
4,银河期货,,-567.0,2025-08-19,ta2509,,TA,40033.0
5,申银万国,,400.0,2025-08-19,ta2509,,TA,41099.0
6,招商期货,,-408.0,2025-08-19,ta2509,,TA,29624.0
7,光大期货,,-117.0,2025-08-19,ta2509,,TA,43171.0
8,中粮期货,,500.0,2025-08-19,ta2509,,TA,30434.0
9,东证期货,,-31.0,2025-08-19,ta2509,,TA,44008.0
10,海通期货,,-75.0,2025-08-19,ta2509,,TA,38487.0
1,中信期货,,-911.0,2025-08-20,ta2509,,TA,42017.0
2,国泰君安,,-488.0,2025-08-20,ta2509,,TA,36143.0
3,华泰期货,,-393.0,2025-08-20,ta2509,,TA,55795.0
4,银河期货,,647.0,2025-08-20,ta2509,,TA,46781.0
5,申银万国,,-360.0,2025-08-20,ta2509,,TA,48999.0
6,招商期货,,26.0,2025-08-20,ta2509,,TA,23627.0
7,光大期货,,-676.0,2025-08-20,ta2509,,TA,38456.0
8,中粮期货,,18.0,2025-08-20,ta2509,,TA,59783.0
9,东证期货,,306.0,2025-08-20,ta2509,,TA,41195.0
10,海通期货,,939.0,2025-08-20,ta2509,,TA,18038.0
1,中信期货,,386.0,2025-08-21,ta2509,,TA,30398.0
2,国泰君安,,258.0,2025-08-21,ta2509,,TA,56282.0
3,华泰期货,,-797.0,2025-08-21,ta2509,,TA,52018.0
4,银河期货,,609.0,2025-08-21,ta2509,,TA,55022.0
5,申银万国,,-69.0,2025-08-21,ta2509,,TA,59393.0
6,招商期货,,-25.0,2025-08-21,ta2509,,TA,41921.0
7,光大期货,,612.0,2025-08-21,ta2509,,TA,58754.0
8,中粮期货,,239.0,2025-08-21,ta2509,,TA,33269.0
9,东证期货,,267.0,2025-08-21,ta2509,,TA,23395.0
10,海通期货,,704.0,2025-08-21,ta2509,,TA,22078.0
1,中信期货,,-376.0,2025-08-22,ta2509,,TA,24710.0
2,国泰君安,,-15.0,2025-08-22,ta2509,,TA,55167.0
3,华泰期货,,417.0,2025-08-22,ta2509,,TA,57823.0
4,银河期货,,624.0,2025-08-22,ta2509,,TA,13929.0
5,申银万国,,841.0,2025-08-22,ta2509,,TA,15895.0
6,招商期货,,-541.0,2025-08-22,ta2509,,TA,49540.0
7,光大期货,,55.0,2025-08-22,ta2509,,TA,30732.0
8,中粮期货,,954.0,2025-08-22,ta2509,,TA,42613.0
9,东证期货,,83.0,2025-08-22,ta2509,,TA,52550.0
10,海通期货,,93.0,2025-08-22,ta2509,,TA,39094.0
1,国泰君安,284757.0,-149861.0,20250822,TA2601,成交量,TA,
2,中信期货,169503.0,-97564.0,20250822,TA2601,成交量,TA,
3,东证期货,140435.0,-89706.0,20250822,TA2601,成交量,TA,
4,华闻期货,58445.0,-42253.0,20250822,TA2601,成交量,TA,
5,华泰期货,55479.0,-35028.0,20250822,TA2601,成交量,TA,
6,海通期货,44049.0,-18806.0,20250822,TA2601,成交量,TA,
7,银河期货,41248.0,-16141.0,20250822,TA2601,成交量,TA,
8,东吴期货,40970.0,-48258.0,20250822,TA2601,成交量,TA,
9,国信期货,40584.0,-32978.0,20250822,TA2601,成交量,TA,
10,南华期货,26773.0,-15407.0,20250822,TA2601,成交量,TA,
11,申银万国,26458.0,-8451.0,20250822,TA2601,成交量,TA,
12,徽商期货,25522.0,-15978.0,20250822,TA2601,成交量,TA,
13,中信建投,22650.0,-23544.0,20250822,TA2601,成交量,TA,
14,中泰期货,22419.0,-4650.0,20250822,TA2601,成交量,TA,
15,乾坤期货,19395.0,-11608.0,20250822,TA2601,成交量,TA,
16,光大期货,18283.0,-15753.0,20250822,TA2601,成交量,TA,
17,广发期货,16192.0,-5568.0,20250822,TA2601,成交量,TA,
18,创元期货,15952.0,-7757.0,20250822,TA2601,成交量,TA,
19,招商期货,15814.0,-13076.0,20250822,TA2601,成交量,TA,
20,方正中期,15579.0,-12154.0,20250822,TA2601,成交量,TA,
1,国泰君安,257177.0,-27580.0,20250825,TA2601,成交量,TA,
2,中信期货,154075.0,-15428.0,20250825,TA2601,成交量,TA,
3,东证期货,141967.0,1532.0,20250825,TA2601,成交量,TA,
4,华闻期货,70264.0,11819.0,20250825,TA2601,成交量,TA,
5,华泰期货,56150.0,671.0,20250825,TA2601,成交量,TA,
6,海通期货,44642.0,593.0,20250825,TA2601,成交量,TA,
7,银河期货,44478.0,3230.0,20250825,TA2601,成交量,TA,
8,国信期货,41904.0,1320.0,20250825,TA2601,成交量,TA,
9,申银万国,27743.0,1285.0,20250825,TA2601,成交量,TA,
10,东吴期货,26100.0,-14870.0,20250825,TA2601,成交量,TA,
11,南华期货,24873.0,-1900.0,20250825,TA2601,成交量,TA,
12,国联期货,21823.0,12508.0,20250825,TA2601,成交量,TA,
13,中信建投,21731.0,-919.0,20250825,TA2601,成交量,TA,
14,徽商期货,21633.0,-3889.0,20250825,TA2601,成交量,TA,
15,中泰期货,19944.0,-2475.0,20250825,TA2601,成交量,TA,
16,永安期货,16603.0,1770.0,20250825,TA2601,成交量,TA,
17,光大期货,16324.0,-1959.0,20250825,TA2601,成交量,TA,
18,宝城期货,15471.0,2971.0,20250825,TA2601,成交量,TA,
19,新湖期货,15219.0,3904.0,20250825,TA2601,成交量,TA,
20,招商期货,15050.0,-764.0,20250825,TA2601,成交量,TA,
1,国泰君安,252405.0,-4772.0,20250826,TA2601,成交量,TA,
2,东证期货,161702.0,19735.0,20250826,TA2601,成交量,TA,
3,中信期货,159648.0,5573.0,20250826,TA2601,成交量,TA,
4,华闻期货,78485.0,8221.0,20250826,TA2601,成交量,TA,
5,华泰期货,59742.0,3592.0,20250826,TA2601,成交量,TA,
6,国信期货,49084.0,7180.0,20250826,TA2601,成交量,TA,
7,银河期货,48854.0,4376.0,20250826,TA2601,成交量,TA,
8,海通期货,40108.0,-4534.0,20250826,TA2601,成交量,TA,
9,东吴期货,39952.0,13852.0,20250826,TA2601,成交量,TA,
10,徽商期货,25889.0,4256.0,20250826,TA2601,成交量,TA,
11,新湖期货,22270.0,7051.0,20250826,TA2601,成交量,TA,
12,中信建投,21831.0,100.0,20250826,TA2601,成交量,TA,
13,招商期货,21802.0,6752.0,20250826,TA2601,成交量,TA,
14,南华期货,21140.0,-3733.0,20250826,TA2601,成交量,TA,
15,申银万国,19712.0,-8031.0,20250826,TA2601,成交量,TA,
16,永安期货,19379.0,2776.0,20250826,TA2601,成交量,TA,
17,宝城期货,17885.0,2414.0,20250826,TA2601,成交量,TA,
18,光大期货,17527.0,1203.0,20250826,TA2601,成交量,TA,
19,创元期货,17054.0,5321.0,20250826,TA2601,成交量,TA,
