排名,会员简称,持仓量,比上交易增减,date,contract,position_type,symbol,成交量
1,中信期货,,-942.0,2025-08-18,px2509,,PX,38262.0
2,国泰君安,,76.0,2025-08-18,px2509,,PX,55326.0
3,华泰期货,,-210.0,2025-08-18,px2509,,PX,21368.0
4,银河期货,,603.0,2025-08-18,px2509,,PX,36929.0
5,申银万国,,-962.0,2025-08-18,px2509,,PX,47385.0
6,招商期货,,-56.0,2025-08-18,px2509,,PX,57723.0
7,光大期货,,-139.0,2025-08-18,px2509,,PX,40482.0
8,中粮期货,,-189.0,2025-08-18,px2509,,PX,29371.0
9,东证期货,,618.0,2025-08-18,px2509,,PX,17573.0
10,海通期货,,675.0,2025-08-18,px2509,,PX,39645.0
1,中信期货,,739.0,2025-08-19,px2509,,PX,18847.0
2,国泰君安,,811.0,2025-08-19,px2509,,PX,21073.0
3,华泰期货,,-683.0,2025-08-19,px2509,,PX,19802.0
4,银河期货,,-980.0,2025-08-19,px2509,,PX,36635.0
5,申银万国,,-130.0,2025-08-19,px2509,,PX,45512.0
6,招商期货,,-440.0,2025-08-19,px2509,,PX,16409.0
7,光大期货,,304.0,2025-08-19,px2509,,PX,19479.0
8,中粮期货,,-450.0,2025-08-19,px2509,,PX,24226.0
9,东证期货,,-987.0,2025-08-19,px2509,,PX,30662.0
10,海通期货,,796.0,2025-08-19,px2509,,PX,27854.0
1,中信期货,,854.0,2025-08-20,px2509,,PX,33769.0
2,国泰君安,,-1.0,2025-08-20,px2509,,PX,29602.0
3,华泰期货,,-540.0,2025-08-20,px2509,,PX,54774.0
4,银河期货,,-809.0,2025-08-20,px2509,,PX,49613.0
5,申银万国,,-134.0,2025-08-20,px2509,,PX,17217.0
6,招商期货,,464.0,2025-08-20,px2509,,PX,43024.0
7,光大期货,,327.0,2025-08-20,px2509,,PX,19319.0
8,中粮期货,,390.0,2025-08-20,px2509,,PX,14584.0
9,东证期货,,-629.0,2025-08-20,px2509,,PX,48497.0
10,海通期货,,-527.0,2025-08-20,px2509,,PX,33986.0
1,中信期货,,883.0,2025-08-21,px2509,,PX,24029.0
2,国泰君安,,-496.0,2025-08-21,px2509,,PX,20798.0
3,华泰期货,,-242.0,2025-08-21,px2509,,PX,24780.0
4,银河期货,,41.0,2025-08-21,px2509,,PX,50450.0
5,申银万国,,293.0,2025-08-21,px2509,,PX,21131.0
6,招商期货,,-336.0,2025-08-21,px2509,,PX,35531.0
7,光大期货,,-142.0,2025-08-21,px2509,,PX,30550.0
8,中粮期货,,-35.0,2025-08-21,px2509,,PX,28506.0
9,东证期货,,-31.0,2025-08-21,px2509,,PX,21445.0
10,海通期货,,6.0,2025-08-21,px2509,,PX,39629.0
1,中信期货,,409.0,2025-08-22,px2509,,PX,46825.0
2,国泰君安,,-750.0,2025-08-22,px2509,,PX,19817.0
3,华泰期货,,239.0,2025-08-22,px2509,,PX,14344.0
